id,protocol,number_of_qubits,interception_rate,noise,confidence,time_μs,is_considered_secure,key_length,eve_knowledge,measured_qber,final_key_qber
SixState_1000_0.001_0.01_0.999999999-4,SixState,1000,0.001,0.01,0.999999999,1300,true,160,0,0,0.00625
SixState_1000_0.01_0_0.9999999999-0,SixState,1000,0.01,0,0.9999999999,1332,true,174,0.005747126436781609,0,0
SixState_1000_0.01_0_0.9999999999-1,SixState,1000,0.01,0,0.9999999999,1296,true,170,0.0058823529411764705,0,0.0058823529411764705
SixState_1000_0.01_0_0.9999999999-2,SixState,1000,0.01,0,0.9999999999,1353,true,176,0.005681818181818182,0,0
SixState_1000_0.01_0_0.9999999999-3,SixState,1000,0.01,0,0.9999999999,1341,true,170,0,0,0
SixState_1000_0.01_0_0.9999999999-4,SixState,1000,0.01,0,0.9999999999,1298,false,None,0,0.00641025641025641,None
SixState_1000_0.01_0_0.999999999-0,SixState,1000,0.01,0,0.999999999,1303,true,162,0.006172839506172839,0,0
SixState_1000_0.01_0_0.999999999-1,SixState,1000,0.01,0,0.999999999,1360,true,164,0,0,0
SixState_1000_0.01_0_0.999999999-2,SixState,1000,0.01,0,0.999999999,1308,false,None,0,0.0064516129032258064,None
SixState_1000_0.01_0_0.999999999-3,SixState,1000,0.01,0,0.999999999,1346,true,177,0.011299435028248588,0,0
SixState_1000_0.01_0_0.999999999-4,SixState,1000,0.01,0,0.999999999,1309,true,183,0.01092896174863388,0,0
SixState_1000_0.01_0.001_0.9999999999-0,SixState,1000,0.01,0.001,0.9999999999,1339,true,152,0,0,0.006578947368421052
SixState_1000_0.01_0.001_0.9999999999-1,SixState,1000,0.01,0.001,0.9999999999,1300,true,157,0,0.006369426751592357,0
SixState_1000_0.01_0.001_0.9999999999-2,SixState,1000,0.01,0.001,0.9999999999,1289,true,165,0.006060606060606061,0.012195121951219513,0.006060606060606061
SixState_1000_0.01_0.001_0.9999999999-3,SixState,1000,0.01,0.001,0.9999999999,1296,true,162,0.006172839506172839,0,0.006172839506172839
SixState_1000_0.01_0.001_0.9999999999-4,SixState,1000,0.01,0.001,0.9999999999,1302,true,156,0.00641025641025641,0.01282051282051282,0
SixState_1000_0.01_0.001_0.999999999-0,SixState,1000,0.01,0.001,0.999999999,1290,true,162,0,0,0
SixState_1000_0.01_0.001_0.999999999-1,SixState,1000,0.01,0.001,0.999999999,1292,true,172,0.005813953488372093,0.005847953216374269,0.005813953488372093
SixState_1000_0.01_0.001_0.999999999-2,SixState,1000,0.01,0.001,0.999999999,1301,true,174,0,0.005747126436781609,0
SixState_1000_0.01_0.001_0.999999999-3,SixState,1000,0.01,0.001,0.999999999,1349,true,169,0.011834319526627219,0.011904761904761904,0.005917159763313609
SixState_1000_0.01_0.001_0.999999999-4,SixState,1000,0.01,0.001,0.999999999,1320,true,157,0.006369426751592357,0,0
SixState_1000_0.01_0.01_0.9999999999-0,SixState,1000,0.01,0.01,0.9999999999,1291,true,177,0.011299435028248588,0.005649717514124294,0.011299435028248588
SixState_1000_0.01_0.01_0.9999999999-1,SixState,1000,0.01,0.01,0.9999999999,1296,true,163,0.006134969325153374,0.012345679012345678,0
SixState_1000_0.01_0.01_0.9999999999-2,SixState,1000,0.01,0.01,0.9999999999,1300,true,158,0.006329113924050633,0,0
SixState_1000_0.01_0.01_0.9999999999-3,SixState,1000,0.01,0.01,0.9999999999,1310,true,183,0.00546448087431694,0.0273224043715847,0.00546448087431694
SixState_1000_0.01_0.01_0.9999999999-4,SixState,1000,0.01,0.01,0.9999999999,1284,true,173,0,0.01744186046511628,0.017341040462427744
SixState_1000_0.01_0.01_0.999999999-0,SixState,1000,0.01,0.01,0.999999999,1379,true,175,0,0,0.005714285714285714
SixState_1000_0.01_0.01_0.999999999-1,SixState,1000,0.01,0.01,0.999999999,1435,true,168,0,0.023809523809523808,0.005952380952380952
SixState_1000_0.01_0.01_0.999999999-2,SixState,1000,0.01,0.01,0.999999999,1530,true,183,0,0.01092896174863388,0.01092896174863388
SixState_1000_0.01_0.01_0.999999999-3,SixState,1000,0.01,0.01,0.999999999,1332,true,169,0,0.023809523809523808,0.005917159763313609
SixState_1000_0.01_0.01_0.999999999-4,SixState,1000,0.01,0.01,0.999999999,1307,true,168,0,0,0.023809523809523808
SixState_1000_0.1_0_0.9999999999-0,SixState,1000,0.1,0,0.9999999999,1371,false,None,0,0.012422360248447204,None
SixState_1000_0.1_0_0.9999999999-1,SixState,1000,0.1,0,0.9999999999,1345,false,None,0,0.030864197530864196,None
SixState_1000_0.1_0_0.9999999999-2,SixState,1000,0.1,0,0.9999999999,1335,false,None,0,0.022099447513812154,None
SixState_1000_0.1_0_0.9999999999-3,SixState,1000,0.1,0,0.9999999999,1353,false,None,0,0.024242424242424242,None
SixState_1000_0.1_0_0.9999999999-4,SixState,1000,0.1,0,0.9999999999,1334,false,None,0,0.04938271604938271,None
SixState_1000_0.1_0_0.999999999-0,SixState,1000,0.1,0,0.999999999,1348,false,None,0,0.017341040462427744,None
SixState_1000_0.1_0_0.999999999-1,SixState,1000,0.1,0,0.999999999,1425,false,None,0,0.05847953216374269,None
SixState_1000_0.1_0_0.999999999-2,SixState,1000,0.1,0,0.999999999,1349,false,None,0,0.050955414012738856,None
SixState_1000_0.1_0_0.999999999-3,SixState,1000,0.1,0,0.999999999,1331,false,None,0,0.01764705882352941,None
SixState_1000_0.1_0_0.999999999-4,SixState,1000,0.1,0,0.999999999,1429,false,None,0,0.023121387283236993,None
SixState_1000_0.1_0.001_0.9999999999-0,SixState,1000,0.1,0.001,0.9999999999,1418,false,None,0,0.029411764705882353,None
SixState_1000_0.1_0.001_0.9999999999-1,SixState,1000,0.1,0.001,0.9999999999,1400,false,None,0,0.05555555555555555,None
SixState_1000_0.1_0.001_0.9999999999-2,SixState,1000,0.1,0.001,0.9999999999,1366,false,None,0,0.06060606060606061,None
SixState_1000_0.1_0.001_0.9999999999-3,SixState,1000,0.1,0.001,0.9999999999,1361,false,None,0,0.041176470588235294,None
SixState_1000_0.1_0.001_0.9999999999-4,SixState,1000,0.1,0.001,0.9999999999,1385,false,None,0,0.01910828025477707,None
SixState_1000_0.1_0.001_0.999999999-0,SixState,1000,0.1,0.001,0.999999999,1371,false,None,0,0.03614457831325301,None
SixState_1000_0.1_0.001_0.999999999-1,SixState,1000,0.1,0.001,0.999999999,1337,false,None,0,0.030303030303030304,None
SixState_1000_0.1_0.001_0.999999999-2,SixState,1000,0.1,0.001,0.999999999,1412,false,None,0,0.04430379746835443,None
SixState_1000_0.1_0.001_0.999999999-3,SixState,1000,0.1,0.001,0.999999999,1332,false,None,0,0.06547619047619048,None
SixState_1000_0.1_0.001_0.999999999-4,SixState,1000,0.1,0.001,0.999999999,1370,false,None,0,0.030864197530864196,None
SixState_1000_0.1_0.01_0.9999999999-0,SixState,1000,0.1,0.01,0.9999999999,1388,true,172,0.06395348837209303,0.046511627906976744,0.046511627906976744
SixState_1000_0.1_0.01_0.9999999999-1,SixState,1000,0.1,0.01,0.9999999999,1370,true,169,0.047337278106508875,0.05917159763313609,0.01775147928994083
SixState_1000_0.1_0.01_0.9999999999-2,SixState,1000,0.1,0.01,0.9999999999,1374,true,181,0.06077348066298342,0.05,0.055248618784530384
SixState_1000_0.1_0.01_0.9999999999-3,SixState,1000,0.1,0.01,0.9999999999,1353,true,153,0.0457516339869281,0.0457516339869281,0.06535947712418301
SixState_1000_0.1_0.01_0.9999999999-4,SixState,1000,0.1,0.01,0.9999999999,1350,true,184,0.07608695652173914,0.04371584699453552,0.043478260869565216
SixState_1000_0.1_0.01_0.999999999-0,SixState,1000,0.1,0.01,0.999999999,1397,true,163,0.024539877300613498,0.03680981595092025,0.018404907975460124
SixState_1000_0.1_0.01_0.999999999-1,SixState,1000,0.1,0.01,0.999999999,1401,false,None,0,0.07228915662650602,None
SixState_1000_0.1_0.01_0.999999999-2,SixState,1000,0.1,0.01,0.999999999,1380,true,178,0.056179775280898875,0.028089887640449437,0.028089887640449437
SixState_1000_0.1_0.01_0.999999999-3,SixState,1000,0.1,0.01,0.999999999,1428,true,168,0.05357142857142857,0.03571428571428571,0.047619047619047616
SixState_1000_0.1_0.01_0.999999999-4,SixState,1000,0.1,0.01,0.999999999,1373,true,172,0.0872093023255814,0.04678362573099415,0.06395348837209303
B92_10_0.001_0_0.9999999999-0,B92,10,0.001,0,0.9999999999,14,true,1,0,0,0
B92_10_0.001_0_0.9999999999-1,B92,10,0.001,0,0.9999999999,12,true,2,0,0,0
B92_10_0.001_0_0.9999999999-2,B92,10,0.001,0,0.9999999999,15,true,1,0,0,0
B92_10_0.001_0_0.9999999999-3,B92,10,0.001,0,0.9999999999,11,true,2,0,0,0
B92_10_0.001_0_0.9999999999-4,B92,10,0.001,0,0.9999999999,11,true,1,0,0,0
B92_10_0.001_0_0.999999999-0,B92,10,0.001,0,0.999999999,11,true,1,0,0,0
B92_10_0.001_0_0.999999999-1,B92,10,0.001,0,0.999999999,14,false,None,0,NaN,None
B92_10_0.001_0_0.999999999-2,B92,10,0.001,0,0.999999999,11,true,2,0,0,0
B92_10_0.001_0_0.999999999-3,B92,10,0.001,0,0.999999999,12,true,3,0,0,0
B92_10_0.001_0_0.999999999-4,B92,10,0.001,0,0.999999999,11,true,1,0,0,0
B92_10_0.001_0.001_0.9999999999-0,B92,10,0.001,0.001,0.9999999999,15,true,1,0,0,0
B92_10_0.001_0.001_0.9999999999-1,B92,10,0.001,0.001,0.9999999999,11,true,3,0,0,0
B92_10_0.001_0.001_0.9999999999-2,B92,10,0.001,0.001,0.9999999999,11,true,2,0,0,0
B92_10_0.001_0.001_0.9999999999-3,B92,10,0.001,0.001,0.9999999999,10,false,None,0,NaN,None
B92_10_0.001_0.001_0.9999999999-4,B92,10,0.001,0.001,0.9999999999,14,false,None,0,NaN,None
B92_10_0.001_0.001_0.999999999-0,B92,10,0.001,0.001,0.999999999,11,true,2,0,0,0
B92_10_0.001_0.001_0.999999999-1,B92,10,0.001,0.001,0.999999999,11,true,2,0,0,0
B92_10_0.001_0.001_0.999999999-2,B92,10,0.001,0.001,0.999999999,15,true,1,0,0,0
B92_10_0.001_0.001_0.999999999-3,B92,10,0.001,0.001,0.999999999,11,true,2,0,0,0
B92_10_0.001_0.001_0.999999999-4,B92,10,0.001,0.001,0.999999999,11,true,2,0,0,0
B92_10_0.001_0.01_0.9999999999-0,B92,10,0.001,0.01,0.9999999999,11,true,2,0,0,0
B92_10_0.001_0.01_0.9999999999-1,B92,10,0.001,0.01,0.9999999999,15,true,1,0,0,0
B92_10_0.001_0.01_0.9999999999-2,B92,10,0.001,0.01,0.9999999999,11,true,2,0,0,0
B92_10_0.001_0.01_0.9999999999-3,B92,10,0.001,0.01,0.9999999999,11,true,2,0,0,0
B92_10_0.001_0.01_0.9999999999-4,B92,10,0.001,0.01,0.9999999999,10,false,None,0,NaN,None
B92_10_0.001_0.01_0.999999999-0,B92,10,0.001,0.01,0.999999999,31,true,2,0,0,0
B92_10_0.001_0.01_0.999999999-1,B92,10,0.001,0.01,0.999999999,13,true,2,0,0,0
B92_10_0.001_0.01_0.999999999-2,B92,10,0.001,0.01,0.999999999,12,true,2,0,0,0
B92_10_0.001_0.01_0.999999999-3,B92,10,0.001,0.01,0.999999999,11,true,1,0,0,0
B92_10_0.001_0.01_0.999999999-4,B92,10,0.001,0.01,0.999999999,15,true,2,0,0,0
B92_10_0.01_0_0.9999999999-0,B92,10,0.01,0,0.9999999999,11,true,2,0,0,0
B92_10_0.01_0_0.9999999999-1,B92,10,0.01,0,0.9999999999,10,false,None,0,NaN,None
B92_10_0.01_0_0.9999999999-2,B92,10,0.01,0,0.9999999999,15,true,1,0,0,0
B92_10_0.01_0_0.9999999999-3,B92,10,0.01,0,0.9999999999,11,true,2,0,0,0
B92_10_0.01_0_0.9999999999-4,B92,10,0.01,0,0.9999999999,10,false,None,0,NaN,None
B92_10_0.01_0_0.999999999-0,B92,10,0.01,0,0.999999999,10,false,None,0,NaN,None
B92_10_0.01_0_0.999999999-1,B92,10,0.01,0,0.999999999,15,true,1,0,0,0
B92_10_0.01_0_0.999999999-2,B92,10,0.01,0,0.999999999,11,true,2,0,0,0
B92_10_0.01_0_0.999999999-3,B92,10,0.01,0,0.999999999,11,true,1,0,0,0
B92_10_0.01_0_0.999999999-4,B92,10,0.01,0,0.999999999,10,false,None,0,NaN,None
B92_10_0.01_0.001_0.9999999999-0,B92,10,0.01,0.001,0.9999999999,15,true,2,0,0,0
B92_10_0.01_0.001_0.9999999999-1,B92,10,0.01,0.001,0.9999999999,10,false,None,0,NaN,None
B92_10_0.01_0.001_0.9999999999-2,B92,10,0.01,0.001,0.9999999999,11,true,1,0,0,0
B92_10_0.01_0.001_0.9999999999-3,B92,10,0.01,0.001,0.9999999999,11,true,1,0,0,0
B92_10_0.01_0.001_0.9999999999-4,B92,10,0.01,0.001,0.9999999999,15,true,1,0,0,0
B92_10_0.01_0.001_0.999999999-0,B92,10,0.01,0.001,0.999999999,12,true,2,0,0,0
B92_10_0.01_0.001_0.999999999-1,B92,10,0.01,0.001,0.999999999,11,true,1,0,0,0
B92_10_0.01_0.001_0.999999999-2,B92,10,0.01,0.001,0.999999999,15,true,2,0,0,0
B92_10_0.01_0.001_0.999999999-3,B92,10,0.01,0.001,0.999999999,11,true,1,0,0,0
B92_10_0.01_0.001_0.999999999-4,B92,10,0.01,0.001,0.999999999,10,false,None,0,NaN,None
B92_10_0.01_0.01_0.9999999999-0,B92,10,0.01,0.01,0.9999999999,11,true,2,0,0,0
B92_10_0.01_0.01_0.9999999999-1,B92,10,0.01,0.01,0.9999999999,15,true,1,0,0,0
B92_10_0.01_0.01_0.9999999999-2,B92,10,0.01,0.01,0.9999999999,10,false,None,0,NaN,None
B92_10_0.01_0.01_0.9999999999-3,B92,10,0.01,0.01,0.9999999999,10,false,None,0,NaN,None
B92_10_0.01_0.01_0.9999999999-4,B92,10,0.01,0.01,0.9999999999,11,true,1,0,0,0
B92_10_0.01_0.01_0.999999999-0,B92,10,0.01,0.01,0.999999999,16,true,2,0,0,0
B92_10_0.01_0.01_0.999999999-1,B92,10,0.01,0.01,0.999999999,11,true,2,0,0,0
B92_10_0.01_0.01_0.999999999-2,B92,10,0.01,0.01,0.999999999,11,true,1,0,0,0
B92_10_0.01_0.01_0.999999999-3,B92,10,0.01,0.01,0.999999999,11,true,2,0,0,0
B92_10_0.01_0.01_0.999999999-4,B92,10,0.01,0.01,0.999999999,16,true,2,0,0,0
B92_10_0.1_0_0.9999999999-0,B92,10,0.1,0,0.9999999999,11,false,None,0,NaN,None
B92_10_0.1_0_0.9999999999-1,B92,10,0.1,0,0.9999999999,11,true,3,0,0,0
B92_10_0.1_0_0.9999999999-2,B92,10,0.1,0,0.9999999999,15,true,2,0,0,0
B92_10_0.1_0_0.9999999999-3,B92,10,0.1,0,0.9999999999,11,true,2,0,0,0
B92_10_0.1_0_0.9999999999-4,B92,10,0.1,0,0.9999999999,10,false,None,0,NaN,None
B92_10_0.1_0_0.999999999-0,B92,10,0.1,0,0.999999999,11,false,None,0,NaN,None
B92_10_0.1_0_0.999999999-1,B92,10,0.1,0,0.999999999,16,true,2,0,0,0
B92_10_0.1_0_0.999999999-2,B92,10,0.1,0,0.999999999,11,true,1,0,0,0
B92_10_0.1_0_0.999999999-3,B92,10,0.1,0,0.999999999,12,true,1,0,0,0
B92_10_0.1_0_0.999999999-4,B92,10,0.1,0,0.999999999,14,false,None,0,NaN,None
B92_10_0.1_0.001_0.9999999999-0,B92,10,0.1,0.001,0.9999999999,12,true,3,0,0,0
B92_10_0.1_0.001_0.9999999999-1,B92,10,0.1,0.001,0.9999999999,11,true,1,0,0,0
B92_10_0.1_0.001_0.9999999999-2,B92,10,0.1,0.001,0.9999999999,14,false,None,0,NaN,None
B92_10_0.1_0.001_0.9999999999-3,B92,10,0.1,0.001,0.9999999999,12,true,3,0,0,0
B92_10_0.1_0.001_0.9999999999-4,B92,10,0.1,0.001,0.9999999999,11,true,2,0,0,0
B92_10_0.1_0.001_0.999999999-0,B92,10,0.1,0.001,0.999999999,11,true,2,0.5,0,0
B92_10_0.1_0.001_0.999999999-1,B92,10,0.1,0.001,0.999999999,16,true,3,0,0,0
B92_10_0.1_0.001_0.999999999-2,B92,10,0.1,0.001,0.999999999,11,true,2,0,0,0
B92_10_0.1_0.001_0.999999999-3,B92,10,0.1,0.001,0.999999999,11,true,1,0,0,0
B92_10_0.1_0.001_0.999999999-4,B92,10,0.1,0.001,0.999999999,15,false,None,0,NaN,None
B92_10_0.1_0.01_0.9999999999-0,B92,10,0.1,0.01,0.9999999999,12,true,2,0,0,0
B92_10_0.1_0.01_0.9999999999-1,B92,10,0.1,0.01,0.9999999999,11,true,2,0,0,0
B92_10_0.1_0.01_0.9999999999-2,B92,10,0.1,0.01,0.9999999999,15,true,1,0,0,0
B92_10_0.1_0.01_0.9999999999-3,B92,10,0.1,0.01,0.9999999999,11,true,2,0,0,0
B92_10_0.1_0.01_0.9999999999-4,B92,10,0.1,0.01,0.9999999999,12,false,None,0,NaN,None
B92_10_0.1_0.01_0.999999999-0,B92,10,0.1,0.01,0.999999999,15,false,None,0,NaN,None
B92_10_0.1_0.01_0.999999999-1,B92,10,0.1,0.01,0.999999999,12,true,2,0,0,0
B92_10_0.1_0.01_0.999999999-2,B92,10,0.1,0.01,0.999999999,12,false,None,0,0.5,None
B92_10_0.1_0.01_0.999999999-3,B92,10,0.1,0.01,0.999999999,16,true,2,0,0,0
B92_10_0.1_0.01_0.999999999-4,B92,10,0.1,0.01,0.999999999,11,true,2,0,0,0.5
B92_100_0.001_0_0.9999999999-0,B92,100,0.001,0,0.9999999999,130,true,12,0,0,0
B92_100_0.001_0_0.9999999999-1,B92,100,0.001,0,0.9999999999,130,true,13,0,0,0
B92_100_0.001_0_0.9999999999-2,B92,100,0.001,0,0.9999999999,124,true,12,0,0,0
B92_100_0.001_0_0.9999999999-3,B92,100,0.001,0,0.9999999999,120,true,12,0,0,0
B92_100_0.001_0_0.9999999999-4,B92,100,0.001,0,0.9999999999,128,true,15,0,0,0
B92_100_0.001_0_0.999999999-0,B92,100,0.001,0,0.999999999,122,true,16,0,0,0
B92_100_0.001_0_0.999999999-1,B92,100,0.001,0,0.999999999,127,true,14,0,0,0
B92_100_0.001_0_0.999999999-2,B92,100,0.001,0,0.999999999,121,true,14,0,0,0
B92_100_0.001_0_0.999999999-3,B92,100,0.001,0,0.999999999,148,true,13,0,0,0
B92_100_0.001_0_0.999999999-4,B92,100,0.001,0,0.999999999,129,true,9,0,0,0
B92_100_0.001_0.001_0.9999999999-0,B92,100,0.001,0.001,0.9999999999,125,true,18,0,0,0
B92_100_0.001_0.001_0.9999999999-1,B92,100,0.001,0.001,0.9999999999,123,true,10,0,0,0
B92_100_0.001_0.001_0.9999999999-2,B92,100,0.001,0.001,0.9999999999,121,true,14,0,0,0
B92_100_0.001_0.001_0.9999999999-3,B92,100,0.001,0.001,0.9999999999,123,true,12,0,0,0
B92_100_0.001_0.001_0.9999999999-4,B92,100,0.001,0.001,0.9999999999,120,true,14,0,0,0
B92_100_0.001_0.001_0.999999999-0,B92,100,0.001,0.001,0.999999999,261,true,10,0,0,0
B92_100_0.001_0.001_0.999999999-1,B92,100,0.001,0.001,0.999999999,137,true,13,0,0,0
B92_100_0.001_0.001_0.999999999-2,B92,100,0.001,0.001,0.999999999,121,true,12,0,0,0
B92_100_0.001_0.001_0.999999999-3,B92,100,0.001,0.001,0.999999999,125,true,13,0,0,0
B92_100_0.001_0.001_0.999999999-4,B92,100,0.001,0.001,0.999999999,126,true,15,0,0,0
B92_100_0.001_0.01_0.9999999999-0,B92,100,0.001,0.01,0.9999999999,128,true,13,0,0.07692307692307693,0.07692307692307693
B92_100_0.001_0.01_0.9999999999-1,B92,100,0.001,0.01,0.9999999999,122,true,14,0,0,0
B92_100_0.001_0.01_0.9999999999-2,B92,100,0.001,0.01,0.9999999999,124,true,12,0,0,0.08333333333333333
B92_100_0.001_0.01_0.9999999999-3,B92,100,0.001,0.01,0.9999999999,127,true,13,0,0,0
B92_100_0.001_0.01_0.9999999999-4,B92,100,0.001,0.01,0.9999999999,118,true,11,0,0,0
B92_100_0.001_0.01_0.999999999-0,B92,100,0.001,0.01,0.999999999,127,true,14,0,0,0.07142857142857142
B92_100_0.001_0.01_0.999999999-1,B92,100,0.001,0.01,0.999999999,117,true,11,0,0,0
B92_100_0.001_0.01_0.999999999-2,B92,100,0.001,0.01,0.999999999,126,true,15,0,0,0
B92_100_0.001_0.01_0.999999999-3,B92,100,0.001,0.01,0.999999999,148,true,9,0,0,0
B92_100_0.001_0.01_0.999999999-4,B92,100,0.001,0.01,0.999999999,131,true,13,0,0,0
B92_100_0.01_0_0.9999999999-0,B92,100,0.01,0,0.9999999999,127,true,14,0.07142857142857142,0,0
B92_100_0.01_0_0.9999999999-1,B92,100,0.01,0,0.9999999999,122,true,15,0.06666666666666667,0,0
B92_100_0.01_0_0.9999999999-2,B92,100,0.01,0,0.9999999999,126,true,15,0,0,0
B92_100_0.01_0_0.9999999999-3,B92,100,0.01,0,0.9999999999,118,true,11,0,0,0
B92_100_0.01_0_0.9999999999-4,B92,100,0.01,0,0.9999999999,123,true,10,0,0,0
B92_100_0.01_0_0.999999999-0,B92,100,0.01,0,0.999999999,123,true,11,0,0,0.09090909090909091
B92_100_0.01_0_0.999999999-1,B92,100,0.01,0,0.999999999,120,true,12,0,0,0
B92_100_0.01_0_0.999999999-2,B92,100,0.01,0,0.999999999,129,true,17,0,0,0
B92_100_0.01_0_0.999999999-3,B92,100,0.01,0,0.999999999,129,true,17,0,0,0
B92_100_0.01_0_0.999999999-4,B92,100,0.01,0,0.999999999,120,true,13,0,0,0
B92_100_0.01_0.001_0.9999999999-0,B92,100,0.01,0.001,0.9999999999,128,true,12,0,0,0
B92_100_0.01_0.001_0.9999999999-1,B92,100,0.01,0.001,0.9999999999,126,true,15,0,0,0
B92_100_0.01_0.001_0.9999999999-2,B92,100,0.01,0.001,0.9999999999,135,true,11,0,0,0
B92_100_0.01_0.001_0.9999999999-3,B92,100,0.01,0.001,0.9999999999,123,true,10,0,0,0
B92_100_0.01_0.001_0.9999999999-4,B92,100,0.01,0.001,0.9999999999,122,true,14,0,0,0
B92_100_0.01_0.001_0.999999999-0,B92,100,0.01,0.001,0.999999999,120,true,9,0,0,0
B92_100_0.01_0.001_0.999999999-1,B92,100,0.01,0.001,0.999999999,117,true,11,0,0,0
B92_100_0.01_0.001_0.999999999-2,B92,100,0.01,0.001,0.999999999,126,true,14,0,0,0
B92_100_0.01_0.001_0.999999999-3,B92,100,0.01,0.001,0.999999999,125,true,12,0,0,0
B92_100_0.01_0.001_0.999999999-4,B92,100,0.01,0.001,0.999999999,119,true,11,0,0,0
B92_100_0.01_0.01_0.9999999999-0,B92,100,0.01,0.01,0.9999999999,126,true,14,0,0,0
B92_100_0.01_0.01_0.9999999999-1,B92,100,0.01,0.01,0.9999999999,128,true,16,0.0625,0,0.0625
B92_100_0.01_0.01_0.9999999999-2,B92,100,0.01,0.01,0.9999999999,119,true,12,0,0,0
B92_100_0.01_0.01_0.9999999999-3,B92,100,0.01,0.01,0.9999999999,121,true,9,0,0,0
B92_100_0.01_0.01_0.9999999999-4,B92,100,0.01,0.01,0.9999999999,119,true,12,0,0,0
B92_100_0.01_0.01_0.999999999-0,B92,100,0.01,0.01,0.999999999,124,true,12,0,0.09090909090909091,0
B92_100_0.01_0.01_0.999999999-1,B92,100,0.01,0.01,0.999999999,127,true,16,0,0,0
B92_100_0.01_0.01_0.999999999-2,B92,100,0.01,0.01,0.999999999,123,true,15,0,0,0
B92_100_0.01_0.01_0.999999999-3,B92,100,0.01,0.01,0.999999999,134,true,10,0,0,0
B92_100_0.01_0.01_0.999999999-4,B92,100,0.01,0.01,0.999999999,118,true,11,0,0.1,0
B92_100_0.1_0_0.9999999999-0,B92,100,0.1,0,0.9999999999,133,true,12,0.08333333333333333,0,0.08333333333333333
B92_100_0.1_0_0.9999999999-1,B92,100,0.1,0,0.9999999999,119,true,9,0,0,0
B92_100_0.1_0_0.9999999999-2,B92,100,0.1,0,0.9999999999,128,false,None,0,0.07142857142857142,None
B92_100_0.1_0_0.9999999999-3,B92,100,0.1,0,0.9999999999,129,false,None,0,0.06666666666666667,None
B92_100_0.1_0_0.9999999999-4,B92,100,0.1,0,0.9999999999,126,true,13,0,0,0.07692307692307693
B92_100_0.1_0_0.999999999-0,B92,100,0.1,0,0.999999999,122,false,None,0,0.1111111111111111,None
B92_100_0.1_0_0.999999999-1,B92,100,0.1,0,0.999999999,131,true,15,0.13333333333333333,0,0
B92_100_0.1_0_0.999999999-2,B92,100,0.1,0,0.999999999,130,false,None,0,0.21428571428571427,None
B92_100_0.1_0_0.999999999-3,B92,100,0.1,0,0.999999999,129,true,12,0,0,0.08333333333333333
B92_100_0.1_0_0.999999999-4,B92,100,0.1,0,0.999999999,135,false,None,0,0.06666666666666667,None
B92_100_0.1_0.001_0.9999999999-0,B92,100,0.1,0.001,0.9999999999,128,true,10,0,0,0.1
B92_100_0.1_0.001_0.9999999999-1,B92,100,0.1,0.001,0.9999999999,127,true,14,0,0,0
B92_100_0.1_0.001_0.9999999999-2,B92,100,0.1,0.001,0.9999999999,132,true,16,0.0625,0,0.0625
B92_100_0.1_0.001_0.9999999999-3,B92,100,0.1,0.001,0.9999999999,139,false,None,0,0.2727272727272727,None
B92_100_0.1_0.001_0.9999999999-4,B92,100,0.1,0.001,0.9999999999,131,true,15,0,0,0.13333333333333333
B92_100_0.1_0.001_0.999999999-0,B92,100,0.1,0.001,0.999999999,122,false,None,0,0.07142857142857142,None
B92_100_0.1_0.001_0.999999999-1,B92,100,0.1,0.001,0.999999999,127,false,None,0,0.13333333333333333,None
B92_100_0.1_0.001_0.999999999-2,B92,100,0.1,0.001,0.999999999,127,true,13,0,0,0
B92_100_0.1_0.001_0.999999999-3,B92,100,0.1,0.001,0.999999999,133,false,None,0,0.1111111111111111,None
B92_100_0.1_0.001_0.999999999-4,B92,100,0.1,0.001,0.999999999,133,false,None,0,0.07692307692307693,None
B92_100_0.1_0.01_0.9999999999-0,B92,100,0.1,0.01,0.9999999999,130,true,13,0.07692307692307693,0.08333333333333333,0
B92_100_0.1_0.01_0.9999999999-1,B92,100,0.1,0.01,0.9999999999,128,true,12,0,0.16666666666666666,0.08333333333333333
B92_100_0.1_0.01_0.9999999999-2,B92,100,0.1,0.01,0.9999999999,125,true,9,0.1111111111111111,0,0.1111111111111111
B92_100_0.1_0.01_0.9999999999-3,B92,100,0.1,0.01,0.9999999999,126,true,11,0,0,0.18181818181818182
B92_100_0.1_0.01_0.9999999999-4,B92,100,0.1,0.01,0.9999999999,126,true,10,0.1,0.1111111111111111,0
B92_100_0.1_0.01_0.999999999-0,B92,100,0.1,0.01,0.999999999,128,true,13,0,0,0
B92_100_0.1_0.01_0.999999999-1,B92,100,0.1,0.01,0.999999999,124,true,11,0,0,0.09090909090909091
B92_100_0.1_0.01_0.999999999-2,B92,100,0.1,0.01,0.999999999,141,true,15,0,0.07142857142857142,0.2
B92_100_0.1_0.01_0.999999999-3,B92,100,0.1,0.01,0.999999999,128,true,11,0.09090909090909091,0.1,0
B92_100_0.1_0.01_0.999999999-4,B92,100,0.1,0.01,0.999999999,131,true,14,0,0.07142857142857142,0.07142857142857142
B92_1000_0.001_0_0.9999999999-0,B92,1000,0.001,0,0.9999999999,2190,true,129,0,0,0
B92_1000_0.001_0_0.9999999999-1,B92,1000,0.001,0,0.9999999999,2085,true,127,0,0,0
B92_1000_0.001_0_0.9999999999-2,B92,1000,0.001,0,0.9999999999,2046,true,122,0,0,0
